BASE_YM,MDCL_TOID_CODE,MDCL_TOID_NM,MENU_LGLS_CODE,MENU_LGLS_NM,MENU_MDCL_CODE,MENU_MDCL_NM,MLE_Y20_BELO_SELG_AMNT,MLE_Y20_SELG_AMNT,MLE_Y30_SELG_AMNT,MLE_Y40_SELG_AMNT,MLE_Y50_SELG_AMNT,MLE_Y60_ANM_SELG_AMNT,WO_Y20_BELO_SELG_AMNT,WO_Y20_SELG_AMNT,WO_Y30_SELG_AMNT,WO_Y40_SELG_AMNT,WO_Y50_SELG_AMNT,WO_Y60_ANM_SELG_AMNT,AGEGRP_SEX_TOT_SELG_AMNT,MLE_Y20_BELO_USE_NCAS,MLE_Y20_USE_NCAS,MLE_Y30_USE_NCAS,MLE_Y40_USE_NCAS,MLE_Y50_USE_NCAS,MLE_Y60_ANM_USE_NCAS,WO_Y20_BELO_USE_NCAS,WO_Y20_USE_NCAS,WO_Y30_USE_NCAS,WO_Y40_USE_NCAS,WO_Y50_USE_NCAS,WO_Y60_ANM_USE_NCAS
202312,Q04,별식/퓨전요리,L,전/부침류,L05,계란전/부침류,,75000,173000,89900,98000,,,,11000,5000,,,,,31,59,19,11,,,,11,5,,
202309,Q14,패스트푸드,D,국/탕/찌개/전골류,D04,스튜류,,,48000,26000,,130000,,416000,370000,157437,,,,,,4,4,,5,,30,30,11,,
202312,Q08,유흥주점,G,튀김류,G05,기타튀김류,,65000,48500,,,,,138500,,,,,,,10,9,,,,,20,,,,
202405,Q04,별식/퓨전요리,M,만두류,M04,김치만두류,,,70000,48000,40000,23000,,,25000,54000,34000,23000,,,,11,8,8,4,,,5,8,8,4
202308,Q12,중식,X,빙과류,X01,아이스크림류,12000,33800,88200,151200,83200,32000,,11000,48600,87000,33000,10000,,11,30,91,137,91,32,,11,39,84,37,10
202312,Q12,중식,V,주류,V06,양주류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q06,분식,J,데침/삶음류,J02,야채/채소데침류,,,44000,34500,178000,,,,,117600,,,,,,4,5,8,,,,,10,,
202404,Q09,음식배달서비스,H,찜류,H03,육류찜류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q13,커피/음료,F,볶음류,F05,난볶음류,,,,30000,48000,,,,,27500,24000,84000,,,,,5,8,,,,,5,4,14
202403,Q13,커피/음료,I,조림류,I01,수산물조림류,,198000,1230000,1770000,2093000,1928000,,,714000,894000,1070000,1242000,,,11,71,101,119,110,,,41,54,61,71
202402,Q07,양식,B,면류,B07,볶음면류,,,34000,300600,36000,,,,,69000,233500,,,,,4,26,6,,,,,6,26,
202308,Q14,패스트푸드,T,빵/과자류,T19,전통과자류,38100,22800,12000,,7500,,22300,30000,,6000,16500,,,12,7,12,,5,,7,4,,4,5,
202308,Q04,별식/퓨전요리,E,구이류,E02,야채/채소구이류,,,,,90000,,,,,,,,,,,,,5,,,,,,,
202312,Q04,별식/퓨전요리,Q,김치류,Q02,무김치류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q05,부페,N,회류,N03,육류생회류,,,39600,40900,130000,202000,,,,,,,,,,4,4,5,9,,,,,,
202309,Q10,일식/수산물,T,빵/과자류,T18,일본식과자류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q10,일식/수산물,T,빵/과자류,T19,전통과자류,,,68000,65000,51000,15000,,,27000,27000,14000,6000,,,,4,17,23,15,,,16,9,9,6
202402,Q07,양식,I,조림류,I03,육류조림류,,,286000,,,,,,130000,,,,,,,11,,,,,,5,,,
202311,Q08,유흥주점,T,빵/과자류,T30,타르트류,,26500,,,,,12000,48000,,,,,,,7,,,,,4,8,,,,
202402,Q16,휴게소/대형업체,F,볶음류,F04,김치볶음류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q08,유흥주점,T,빵/과자류,T23,치아바타류,,,30100,21500,17200,21500,,,91400,38700,103200,,,,,7,5,4,5,,,20,9,24,
202404,Q03,닭/오리요리,O,장/장아찌류,O01,수산물장류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q11,제과/제빵/떡/케익,P,냉채/무침류,P01,수산물무침류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q12,중식,A,밥류,A08,백반류,,107000,2272700,3144900,4438600,6492200,,48000,960000,496000,1835400,1274000,,,13,174,205,194,251,,4,58,45,106,46
202312,Q05,부페,D,국/탕/찌개/전골류,D01,국류,,,145000,381100,557000,667000,,,24000,91000,284000,,,,,15,37,65,111,,,6,7,43,
202403,Q08,유흥주점,F,볶음류,F06,떡볶이류,,672000,1385000,316196,120500,36000,,1224900,495000,289000,91000,,,,33,64,19,15,9,,75,27,17,7,
202310,Q11,제과/제빵/떡/케익,B,면류,B09,수제비류,,,,194000,231000,14000,,33000,,199000,158500,69000,,,,,26,27,7,,4,,28,21,8
202403,Q16,휴게소/대형업체,G,튀김류,G02,야채/채소튀김류,,,,9000,,,,,,,,,,,,,6,,,,,,,,
202308,Q04,별식/퓨전요리,M,만두류,M02,야채/채소만두류,,,29000,,,,,28000,24000,,,,,,,6,,,,,6,5,,,
202307,Q07,양식,V,주류,V04,사케류,,49000,446600,,,,,,,,,,,,5,14,,,,,,,,,
202311,Q12,중식,V,주류,V06,양주류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q08,유흥주점,T,빵/과자류,T22,초콜릿류,,31500,49500,,,,,36000,81000,,,,,,7,11,,,,,8,15,,,
202307,Q13,커피/음료,B,면류,B04,동남아식면류,,163500,562950,690400,1200410,511000,,249200,926400,734400,701000,445700,,,13,44,52,103,36,,20,70,60,56,34
202401,Q16,휴게소/대형업체,T,빵/과자류,T34,페이스트리/파이류,,,15600,26000,,,,,,,,,,,,6,10,,,,,,,,
202307,Q04,별식/퓨전요리,B,면류,B08,소바류,,1020800,921000,534700,692500,582000,,1774900,1131100,654100,513500,176400,,,89,89,50,65,60,,155,97,62,59,22
202404,Q06,분식,R,묵류,R02,야채/채소묵류,,,118000,187000,237000,304000,,,177000,156000,201000,139000,,,,11,20,24,32,,,15,16,22,13
202401,Q02,고기요리,W,음료류,W09,전통음료류,,15000,90200,76000,87000,191000,,,70000,42000,110000,36000,,,5,28,25,29,35,,,22,14,35,11
202403,Q15,한식,T,빵/과자류,T05,머랭류,,,70000,29000,32400,,30400,418000,109100,110800,65900,,,,,10,11,12,,8,79,21,35,21,
202312,Q03,닭/오리요리,I,조림류,I01,수산물조림류,,,50000,234000,1166000,1138400,,,,297000,797000,750000,,,,5,12,70,73,,,,22,67,58
202404,Q11,제과/제빵/떡/케익,E,구이류,E02,야채/채소구이류,,,,62369,41800,81600,,,59600,219100,104700,,,,,,16,8,16,,,12,43,20,
202312,Q10,일식/수산물,T,빵/과자류,T34,페이스트리/파이류,,370500,1093500,1293500,125500,,,677000,469000,133500,91500,,,,39,101,41,17,,,64,44,15,13,
202312,Q02,고기요리,T,빵/과자류,T10,베이글류,,,,,,,,24000,,,30000,24000,,,,,,,,,4,,,5,4
202401,Q15,한식,W,음료류,W14,프라페류,,,,,,,,23600,,28000,,,,,,,,,,,4,,4,,
202307,Q13,커피/음료,B,면류,B02,냉면류,,228500,566000,369600,227500,167000,,110000,95000,308000,199500,176000,,,41,89,66,39,24,,17,16,49,27,22
202309,Q13,커피/음료,D,국/탕/찌개/전골류,D06,전골류,,,104000,120000,,204000,,126000,,,,264000,,,,4,10,,17,,6,,,,22
202307,Q08,유흥주점,G,튀김류,G05,기타튀김류,,34000,,,,,,,,,,,,,5,,,,,,,,,,
202404,Q14,패스트푸드,N,회류,N01,수산물생회류,,,981000,493000,427000,,,548000,796000,158000,,,,,,29,12,11,,,15,23,4,,
202309,Q08,유흥주점,I,조림류,I03,육류조림류,,,,,,,,,,,,,,,,,,,,,,,,,
202311,Q11,제과/제빵/떡/케익,J,데침/삶음류,J02,야채/채소데침류,,,,,,,,,,,,,,,,,,,,,,,,,
202308,Q07,양식,J,데침/삶음류,J03,육류삶음류,,,746264,171600,791000,295000,,715247,693619,278973,1228200,,,,,25,8,24,7,,33,33,13,36,
202309,Q12,중식,F,볶음류,F04,김치볶음류,,,,84000,132000,,,,,,,,,,,,9,12,,,,,,,
202401,Q16,휴게소/대형업체,A,밥류,A01,국밥류,,,78000,242000,572000,396000,,,,153000,204000,100000,,,,9,25,71,43,,,,25,21,10
202310,Q13,커피/음료,F,볶음류,F03,육류볶음류,,47000,23500,66000,431000,66000,23500,121730,32900,55000,76200,,,,10,5,6,37,6,5,26,7,5,10,
202310,Q07,양식,S,떡류,S01,일반떡류,,6000,12000,10000,,,,,6000,,,,,,4,8,5,,,,,4,,,
202312,Q08,유흥주점,T,빵/과자류,T28,크로와상류,,,,26400,,,,72500,,,,,,,,,4,,,,5,,,,
202307,Q01,간이주점,W,음료류,W08,이온음료류,,271000,203300,33500,60500,,,111500,26500,40500,,,,,117,75,13,17,,,47,10,16,,
202312,Q15,한식,T,빵/과자류,T24,카스텔라류,,,45400,,43600,152210,,,74060,106020,137960,148020,,,,10,,8,24,,,16,20,26,26
202310,Q10,일식/수산물,A,밥류,A16,탕밥류,,45000,171000,317000,324000,99000,,132000,74000,138000,128000,63000,,,5,19,25,36,11,,6,8,10,13,7
202404,Q16,휴게소/대형업체,T,빵/과자류,T11,샌드위치류,,,17500,28000,31500,,,,,,,,,,,5,8,9,,,,,,,
202308,Q14,패스트푸드,T,빵/과자류,T24,카스텔라류,,,23800,4800,85300,62500,,5000,44560,13200,33000,87800,,,,11,4,26,21,,5,18,11,15,33
202405,Q05,부페,W,음료류,W09,전통음료류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q07,양식,C,죽류,C01,수산물죽류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q08,유흥주점,B,면류,B08,소바류,,141200,120000,,,,,,,,,,,,10,8,,,,,,,,,
202406,Q06,분식,L,전/부침류,L06,외국식전/부침류,,135000,106900,129000,,,,27000,120000,,75000,,,,9,9,9,,,,4,8,,5,
202307,Q11,제과/제빵/떡/케익,D,국/탕/찌개/전골류,D08,탕류,,200700,487000,1608100,1513000,3541000,71000,353000,217600,1255100,576900,70000,,,24,26,92,103,178,8,41,25,86,38,5
202310,Q07,양식,V,주류,V10,혼성주류,,42000,,45000,,,,24000,,,,,,,7,,5,,,,4,,,,
202310,Q07,양식,W,음료류,W04,쉐이크류,,100718,52000,132500,,,,104758,35675,,,,,,15,10,15,,,,12,6,,,
202404,Q11,제과/제빵/떡/케익,R,묵류,R02,야채/채소묵류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q13,커피/음료,L,전/부침류,L04,김치전류,,180000,72000,,16000,,,144000,,32000,,,,,10,4,,4,,,8,,8,,
202309,Q12,중식,L,전/부침류,L06,외국식전/부침류,,,,,,,,60000,,,,,,,,,,,,,4,,,,
202311,Q11,제과/제빵/떡/케익,T,빵/과자류,T27,크레페류,,,,,,,,,157000,102000,,,,,,,,,,,,10,6,,
202307,Q08,유흥주점,T,빵/과자류,T30,타르트류,,,,,21070,,,22700,14600,,,,,,,,,4,,,7,4,,,
202309,Q03,닭/오리요리,S,떡류,S02,호떡류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q11,제과/제빵/떡/케익,H,찜류,H03,육류찜류,,,25000,,,,,,25000,25000,25000,,,,,5,,,,,,5,5,5,
202310,Q01,간이주점,T,빵/과자류,T30,타르트류,,,116000,70000,44500,39000,,85500,109500,113000,127000,,,,,18,10,7,6,,15,15,16,18,
202310,Q04,별식/퓨전요리,V,주류,V04,사케류,,135000,275000,120000,90000,55000,,240000,285000,90000,160000,85000,,,27,55,24,18,11,,48,57,18,32,17
202405,Q07,양식,T,빵/과자류,T30,타르트류,,149855,242600,140824,149500,84830,,787967,816266,543384,379403,129800,,,25,41,26,25,13,,136,131,97,73,21
202308,Q13,커피/음료,N,회류,N01,수산물생회류,,104000,302000,504000,125000,485000,,198000,81000,12000,90000,,,,4,10,25,8,14,,5,5,4,6,
202311,Q06,분식,V,주류,V04,사케류,,,124500,107500,,,,43000,,,,,,,,4,11,,,,8,,,,
202310,Q15,한식,A,밥류,A15,컵밥류,,29600,,70000,,,,24400,22000,79000,,,,,6,,12,,,,5,4,17,,
202308,Q16,휴게소/대형업체,B,면류,B01,국수류,,,,,176000,368000,,,,94000,,122000,,,,,,20,44,,,,11,,14
202405,Q15,한식,T,빵/과자류,T04,마늘빵류,,23500,101800,154800,166500,222400,,53000,189548,199600,162200,203550,,,4,20,37,33,38,,10,38,36,27,41
202401,Q02,고기요리,W,음료류,W04,쉐이크류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q02,고기요리,T,빵/과자류,T18,일본식과자류,,,,4000,183000,,,,,,,,,,,,4,15,,,,,,,
202312,Q13,커피/음료,T,빵/과자류,T27,크레페류,,150500,150500,104500,82500,,78000,514137,133500,202000,,39500,,,18,16,12,10,,10,57,16,24,,5
202401,Q01,간이주점,B,면류,B03,당면류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q16,휴게소/대형업체,W,음료류,W06,에이드류,,,,,37200,,,,,28000,49000,,,,,,,8,,,,,4,7,
202309,Q08,유흥주점,V,주류,V02,동동주/막걸리류,,61000,14000,42800,88900,18000,,,,,,,,,14,4,7,18,6,,,,,,
202404,Q12,중식,S,떡류,S01,일반떡류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q16,휴게소/대형업체,X,빙과류,X01,아이스크림류,,,,42000,,,,,,,,,,,,,12,,,,,,,,
202312,Q03,닭/오리요리,T,빵/과자류,T28,크로와상류,,,,,,,,,28100,,,,,,,,,,,,,5,,,
202311,Q02,고기요리,W,음료류,W14,프라페류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q09,음식배달서비스,A,밥류,A03,김밥류,,,,,27500,,,,,,13500,,,,,,,8,,,,,,4,
202308,Q10,일식/수산물,K,적/꼬치류,K04,기타꼬치류,,,80000,296000,141000,,,,,101000,,,,,,10,17,9,,,,,4,,
202307,Q05,부페,B,면류,B14,탕면류,,,48000,48000,18000,,,,48000,84000,,,,,,4,4,4,,,,4,7,,
202401,Q06,분식,T,빵/과자류,T06,바게트류,,,,15000,,,,,,,,,,,,,5,,,,,,,,
202402,Q12,중식,H,찜류,H05,난찜류,,,,21000,,,,,,,,,,,,,4,,,,,,,,
202405,Q02,고기요리,J,데침/삶음류,J02,야채/채소데침류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q04,별식/퓨전요리,H,찜류,H01,수산물찜류,,,271600,,638500,,,115000,,,,,,,,14,,25,,,5,,,,
202312,Q13,커피/음료,H,찜류,H03,육류찜류,,,188000,214000,,,,,158000,,236000,232000,,,,5,8,,,,,4,,7,6
202311,Q05,부페,W,음료류,W12,커피류,,,23000,42500,79600,61100,,,74500,15000,19000,,,,,13,14,29,22,,,22,6,8,
202405,Q07,양식,T,빵/과자류,T22,초콜릿류,,72000,,175200,42000,,,233000,171000,118800,350100,14500,,,8,,12,6,,,29,21,12,22,5
202307,Q16,휴게소/대형업체,F,볶음류,F06,떡볶이류,,,24000,81500,73000,,,,25000,31500,38000,,,,,4,13,12,,,,5,5,6,
202312,Q06,분식,T,빵/과자류,T07,발효빵류,,,,,,,,,22400,,,,,,,,,,,,,4,,,
202310,Q02,고기요리,W,음료류,W04,쉐이크류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q01,간이주점,T,빵/과자류,T07,발효빵류,,,,,,,,18000,35500,43500,,48000,,,,,,,,,4,7,7,,8
202402,Q06,분식,O,장/장아찌류,O02,게장류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q05,부페,B,면류,B13,칼국수류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q16,휴게소/대형업체,M,만두류,M03,육류만두류,,,,,15400,,,,,,20000,,,,,,,7,,,,,,4,
202310,Q05,부페,F,볶음류,F01,수산물볶음류,,,50000,,90000,90000,,,,,,100000,,,,5,,9,9,,,,,,10
202406,Q12,중식,V,주류,V08,전통주류,,,,56000,,,,,,,,,,,,,8,,,,,,,,
202404,Q03,닭/오리요리,W,음료류,W14,프라페류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q01,간이주점,A,밥류,A05,도시락류,,966500,959100,730200,328300,,,497876,645000,303000,63500,,,,230,163,110,65,,,121,62,31,12,
202405,Q15,한식,T,빵/과자류,T24,카스텔라류,,,63500,24800,96400,46800,,32000,69300,85400,65400,88000,,,,10,5,20,9,,6,15,16,13,17
202401,Q06,분식,T,빵/과자류,T21,찐빵류,,55000,254000,518500,1317500,1510200,,,206900,721300,1635900,1354500,,,17,47,109,254,302,,,44,149,329,273
202312,Q01,간이주점,W,음료류,W08,이온음료류,,297100,89000,20000,12500,,8000,44800,40500,32500,,,,,137,34,8,5,,4,23,15,13,,
202406,Q05,부페,B,면류,B13,칼국수류,,,,,34000,35000,,,,,42000,,,,,,,4,5,,,,,5,
202308,Q11,제과/제빵/떡/케익,D,국/탕/찌개/전골류,D09,퐁듀류,,,96390,206785,107680,44720,,52200,123337,190665,202754,134000,,,,33,65,33,19,,15,50,91,63,34
202311,Q13,커피/음료,Q,김치류,Q01,배추김치류,,,55000,168399,228000,212633,,,102000,154000,84000,126000,,,,10,24,27,23,,,13,15,7,10
202307,Q14,패스트푸드,C,죽류,C01,수산물죽류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q10,일식/수산물,T,빵/과자류,T04,마늘빵류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q12,중식,A,밥류,A11,쌈밥류,,58000,294000,754000,1417000,1164000,,,313000,636000,1061000,1886000,,,4,20,51,97,80,,,21,46,70,131
202402,Q05,부페,A,밥류,A14,초밥류,,,10000,,,,,,,,,,,,,5,,,,,,,,,
202402,Q03,닭/오리요리,A,밥류,A07,밥버거류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q10,일식/수산물,O,장/장아찌류,O03,젓갈류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q08,유흥주점,T,빵/과자류,T33,팥빵류,,,,,,,,,,7500,,,,,,,,,,,,,5,,
202311,Q05,부페,B,면류,B13,칼국수류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q15,한식,T,빵/과자류,T01,(잉글리쉬)머핀류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q05,부페,F,볶음류,F02,야채/채소볶음류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q13,커피/음료,F,볶음류,F05,난볶음류,,,22000,,,,,,21912,,,,,,,5,,,,,,5,,,
202403,Q08,유흥주점,L,전/부침류,L03,육전류,,140000,,,,,,132000,,,,,,,7,,,,,,6,,,,
202404,Q03,닭/오리요리,B,면류,B14,탕면류,,,,28000,77000,,,,,35000,28000,,,,,,4,11,,,,,5,4,
202403,Q03,닭/오리요리,J,데침/삶음류,J02,야채/채소데침류,,,,,140000,,,,,,,,,,,,,5,,,,,,,
202405,Q10,일식/수산물,H,찜류,H02,야채/채소찜류,,,,,,,,,,,,,,,,,,,,,,,,,
202309,Q09,음식배달서비스,U,과일/샐러드류,U01,과일류,,41300,,,,,,,,,,,,,7,,,,,,,,,,
202310,Q09,음식배달서비스,B,면류,B02,냉면류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q03,닭/오리요리,D,국/탕/찌개/전골류,D04,스튜류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q05,부페,T,빵/과자류,T25,케이크류,,,50000,,,,,,,20870,30000,,,,,5,,,,,,,4,5,
202403,Q13,커피/음료,I,조림류,I02,야채/채소조림류,,,,,,,,,,,16000,,,,,,,,,,,,,4,
202309,Q12,중식,T,빵/과자류,T21,찐빵류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q11,제과/제빵/떡/케익,J,데침/삶음류,J02,야채/채소데침류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q08,유흥주점,M,만두류,M04,김치만두류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q05,부페,W,음료류,W04,쉐이크류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q03,닭/오리요리,J,데침/삶음류,J02,야채/채소데침류,,,,,,,,,,,,,,,,,,,,,,,,,
202311,Q03,닭/오리요리,V,주류,V04,사케류,,,42000,,,,,,,,,,,,,7,,,,,,,,,
202405,Q16,휴게소/대형업체,A,밥류,A15,컵밥류,45000,209200,189000,153000,49200,,,241000,45000,150900,68700,,,5,34,21,17,10,,,45,5,20,14,
202404,Q07,양식,C,죽류,C03,육류죽류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q07,양식,O,장/장아찌류,O02,게장류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q04,별식/퓨전요리,D,국/탕/찌개/전골류,D04,스튜류,,,90000,,,,,,,,,,,,,4,,,,,,,,,
202311,Q12,중식,A,밥류,A05,도시락류,,221500,1183500,573000,198500,,,368500,1354500,409000,125000,,,,61,320,167,63,,,106,369,134,38,
202403,Q08,유흥주점,A,밥류,A16,탕밥류,,,203800,,,,,204600,,40000,,,,,,7,,,,,7,,4,,
202312,Q14,패스트푸드,D,국/탕/찌개/전골류,D03,샤브샤브류,,,,424000,488000,,,532000,196000,284000,336000,,,,,,17,17,,,19,7,12,12,
202405,Q12,중식,C,죽류,C01,수산물죽류,,,,156000,540000,876000,,,,72000,132000,156000,,,,,13,45,73,,,,6,11,13
202404,Q12,중식,T,빵/과자류,T21,찐빵류,,45000,20000,,,,,62000,,,,,,,9,4,,,,,14,,,,
202310,Q04,별식/퓨전요리,T,빵/과자류,T03,도넛류,,,,38400,63600,121200,,,31200,43200,4800,129600,,,,,32,53,101,,,26,36,4,108
202307,Q03,닭/오리요리,Q,김치류,Q02,무김치류,,,,,82000,,,,,,,,,,,,,9,,,,,,,
202312,Q10,일식/수산물,B,면류,B07,볶음면류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q09,음식배달서비스,B,면류,B10,우동류,,,54000,188000,120000,80000,,55000,,217000,122000,124000,,,,8,28,18,12,,8,,33,18,18
202311,Q05,부페,V,주류,V06,양주류,,,234000,309000,,,,,,62000,,,,,,10,15,,,,,,5,,
202311,Q09,음식배달서비스,R,묵류,R01,어묵류,,,4900,,,,,,,7700,,,,,,7,,,,,,,11,,
202307,Q02,고기요리,T,빵/과자류,T15,와플류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q09,음식배달서비스,Q,김치류,Q01,배추김치류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q02,고기요리,T,빵/과자류,T30,타르트류,,,50000,17000,44000,,,21000,63000,124000,53000,,,,,16,5,12,,,6,16,39,16,
202405,Q16,휴게소/대형업체,W,음료류,W10,주스류,,,,4700,,,,,,,,,,,,,4,,,,,,,,
202406,Q09,음식배달서비스,A,밥류,A08,백반류,,36000,,63000,450000,270000,,,,,,,,,4,,7,50,30,,,,,,
202307,Q06,분식,T,빵/과자류,T18,일본식과자류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q02,고기요리,T,빵/과자류,T05,머랭류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q11,제과/제빵/떡/케익,C,죽류,C01,수산물죽류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q10,일식/수산물,T,빵/과자류,T04,마늘빵류,,,,,,,,,,,,,,,,,,,,,,,,,
202312,Q07,양식,T,빵/과자류,T20,전통빵류,,,21460,,46980,,,,,,50460,27260,,,,4,,9,,,,,,9,5
202406,Q04,별식/퓨전요리,T,빵/과자류,T18,일본식과자류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q03,닭/오리요리,T,빵/과자류,T05,머랭류,,,,,,,7600,,,,,,,,,,,,,4,,,,,
202402,Q12,중식,W,음료류,W05,스무디류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q09,음식배달서비스,M,만두류,M03,육류만두류,,,12500,27500,,,,,,,,,,,,5,7,,,,,,,,
202402,Q06,분식,T,빵/과자류,T22,초콜릿류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q09,음식배달서비스,X,빙과류,X01,아이스크림류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q13,커피/음료,M,만두류,M01,수산물만두류,,,,,39000,,,,,,,,,,,,,7,,,,,,,
202401,Q02,고기요리,A,밥류,A02,그라탱/도리아류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q01,간이주점,T,빵/과자류,T23,치아바타류,,,,,,,,,,,,,,,,,,,,,,,,,
202403,Q11,제과/제빵/떡/케익,N,회류,N02,수산물숙회류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q11,제과/제빵/떡/케익,W,음료류,W99,일반음료류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q11,제과/제빵/떡/케익,N,회류,N03,육류생회류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q02,고기요리,D,국/탕/찌개/전골류,D04,스튜류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q11,제과/제빵/떡/케익,I,조림류,I03,육류조림류,,,224000,,,,,128000,216000,,,,,,,9,,,,,5,8,,,
202401,Q04,별식/퓨전요리,H,찜류,H02,야채/채소찜류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q16,휴게소/대형업체,T,빵/과자류,T15,와플류,,,,,,,,,,,,,,,,,,,,,,,,,
202311,Q09,음식배달서비스,H,찜류,H04,김치찜류,,,105000,,,,,84000,,,,,,,,5,,,,,4,,,,
202309,Q07,양식,C,죽류,C03,육류죽류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q16,휴게소/대형업체,V,주류,V02,동동주/막걸리류,,,,,,,,,,,,,,,,,,,,,,,,,
202406,Q08,유흥주점,I,조림류,I01,수산물조림류,,,,,,,,,,,,,,,,,,,,,,,,,
202405,Q09,음식배달서비스,V,주류,V01,고량주류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q16,휴게소/대형업체,U,과일/샐러드류,U01,과일류,,,,,,,,,,,,,,,,,,,,,,,,,
202307,Q02,고기요리,T,빵/과자류,T24,카스텔라류,,,,,,,,,,,,,,,,,,,,,,,,,
202310,Q07,양식,T,빵/과자류,T12,수플레류,,100000,,,,,,74000,,,,,,,8,,,,,,6,,,,
202405,Q07,양식,Q,김치류,Q02,무김치류,,,37000,,,,,,,,,,,,,5,,,,,,,,,
202307,Q12,중식,T,빵/과자류,T01,(잉글리쉬)머핀류,,,,68000,,,,221000,,,,,,,,,4,,,,13,,,,
202406,Q04,별식/퓨전요리,K,적/꼬치류,K04,기타꼬치류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q05,부페,T,빵/과자류,T03,도넛류,,,10600,,,,,,,,,,,,,5,,,,,,,,,
